RELEASE ; FILENAME ; NR ; NAUTH ; ChgSize ; LOCAdded ; Churn ; BUGGYNESS 
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java;7;1;67;48;-16;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java;70;3;929;652;227;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java;56;3;747;910;457;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java;26;3;403;151;101;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java;6;1;48;6;-312;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java;98;4;1179;1939;396;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java;1;1;13;0;-10;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;12;1;186;51;-155;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java;11;1;114;17;-6;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java;7;1;86;123;108;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java;0;0;0;0;0;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java;11;1;29;45;29;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java;0;0;0;0;0;null
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java;5;1;55;65;60;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java;11;3;97;21;-16;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java;3;1;9;0;-15;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java;9;2;273;33;6;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java;5;1;90;165;165;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java;66;3;950;1444;1133;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java;32;3;733;495;159;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java;22;3;661;497;312;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java;51;3;644;1601;1498;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java;42;3;944;1029;895;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java;23;3;553;766;705;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieThrottleTest.java;5;1;40;0;-635;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java;5;1;25;30;30;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java;24;3;670;42;-4;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java;34;3;899;437;243;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java;12;2;358;164;57;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java;86;3;952;1529;1039;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/IndexCorruptionTest.java;11;2;456;28;0;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java;7;2;404;55;50;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java;42;2;513;363;123;NO
2;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java;0;0;0;0;0;null
2;hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java;45;3;753;1729;766;YES
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java;11;1;244;84;66;YES
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java;47;3;999;937;47;YES
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java;8;2;152;82;54;NO
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java;19;2;437;121;-129;NO
2;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java;11;1;239;31;-20;NO
2;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java;0;0;0;0;0;null
2;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java;0;0;0;0;0;null
2;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java;0;0;0;0;0;null
2;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java;0;0;0;0;0;null
2;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java;5;1;15;35;30;YES
2;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java;0;0;0;0;0;null
2;hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java;11;2;289;73;61;YES
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java;10;1;40;10;0;NO
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java;0;0;0;0;0;null
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java;18;3;727;266;219;NO
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java;24;3;763;156;7;NO
2;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java;13;3;652;47;20;NO
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java;25;4;2071;702;3;NO
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;48;5;2059;2527;636;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;326;5;5298;12068;4109;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;34;4;1857;695;454;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;26;4;1287;318;121;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;169;4;3337;4441;695;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;78;4;2462;2101;1443;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;95;3;2861;1383;-2905;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;63;2;2604;699;-410;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;27;2;1723;253;139;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;0;0;0;0;0;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;36;2;1496;1097;113;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;49;2;1868;559;492;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;151;3;3851;6269;1805;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;137;4;2772;3890;632;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;64;4;2360;924;578;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;13;1;1215;75;30;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;51;3;2353;244;36;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;30;2;1502;303;149;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;84;3;3286;562;-161;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;37;3;2454;160;8;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;20;2;1930;351;-3;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;207;4;4317;9683;2858;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;129;5;3352;2670;1663;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;79;3;3079;992;321;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;87;3;2899;675;-67;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;31;3;1557;229;108;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;65;3;2548;690;316;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;108;3;2825;2592;1020;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;80;3;2732;581;153;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;19;2;158;243;202;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;23;2;1383;337;113;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;7;1;1197;7;0;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;46;3;804;1020;973;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;68;4;575;946;692;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;109;4;846;2580;2269;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;75;3;1273;1467;456;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;43;3;758;377;-192;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;63;3;829;948;-206;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;31;3;790;420;205;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;19;2;399;742;246;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;29;2;742;1204;766;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;80;4;2701;856;585;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;50;3;1769;1310;1191;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;194;5;4225;3678;1776;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;20;3;1444;595;541;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;86;4;2972;464;-1469;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;172;5;3527;2974;1012;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;8;2;64;20;-137;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;15;2;1920;78;7;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;15;2;1920;78;7;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;42;2;2280;510;-4697;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;73;5;3050;1940;335;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;14;2;1428;35;0;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;15;3;1282;145;81;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;19;3;1282;284;250;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;14;1;1848;77;7;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java;24;3;1593;348;125;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java;22;2;290;1016;773;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java;26;2;475;351;-1461;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java;61;3;820;978;773;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java;21;2;1043;91;70;null
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;112;3;2845;2822;1940;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java;39;2;1281;108;-785;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;58;3;1321;509;342;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java;5;1;230;0;-235;null
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java;5;1;230;0;-235;null
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java;5;1;230;0;-235;null
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java;5;1;230;0;-230;null
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java;11;1;296;0;-239;null
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java;24;3;903;184;58;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java;30;3;1025;508;323;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java;21;3;624;36;-33;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;32;2;2596;220;14;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;119;4;3227;1736;-681;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;56;3;2965;415;77;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;70;3;3182;1094;536;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java;41;3;915;577;250;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;104;3;3319;4875;2425;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java;47;3;2334;206;96;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java;26;3;2364;224;157;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;54;3;2979;209;53;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java;20;2;1386;48;14;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java;11;2;408;82;72;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;48;2;2937;225;-35;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;33;2;1958;555;410;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java;31;3;2412;101;21;null
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;33;2;2188;82;-163;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java;0;0;0;0;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java;0;0;0;0;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java;14;1;1393;56;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java;17;2;1362;168;130;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java;40;3;1515;971;796;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java;28;3;1799;92;37;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java;40;3;2645;171;54;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java;25;3;2137;150;90;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java;7;1;1197;7;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java;34;2;2087;424;229;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java;30;2;2086;166;130;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java;12;2;1357;57;-10;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java;28;3;1515;250;149;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java;7;1;1197;28;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java;0;0;0;0;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java;7;1;1197;14;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java;7;1;1197;7;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java;36;3;2434;459;112;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java;24;2;2183;93;37;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java;31;3;2344;146;7;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java;42;3;2593;179;-563;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java;76;4;3032;1662;-710;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java;31;3;2344;200;12;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java;14;1;1393;35;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java;42;3;2569;113;-602;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java;53;2;955;565;-1220;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java;64;4;2726;800;-340;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java;93;3;3139;2508;-719;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java;59;3;2776;436;-1823;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java;42;3;2444;155;51;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java;0;0;0;0;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java;7;1;1197;98;7;null
3;hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java;20;2;1512;124;117;NO
3;hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java;7;1;1197;28;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java;21;2;1883;126;-14;null
3;hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java;0;0;0;0;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/util/Either.java;0;0;0;0;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java;7;1;651;21;7;null
3;hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java;6;1;204;30;30;null
3;hedwig-client/src/main/java/org/apache/hedwig/util/Option.java;0;0;0;0;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java;0;0;0;0;0;null
3;hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java;6;1;204;18;0;null
3;hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java;7;1;1197;7;0;null
3;hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java;5;1;390;5;0;NO
3;hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java;12;1;1587;89;0;NO
3;hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java;5;1;390;10;0;NO
3;hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java;37;3;1632;532;460;NO
3;hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java;83;3;2440;145078;54640;NO
3;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java;7;1;1197;14;0;null
3;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java;21;2;554;136;125;null
3;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java;12;2;1272;302;295;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java;19;2;1933;377;12;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java;35;3;2425;327;19;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java;29;4;2175;261;15;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java;17;2;1965;363;7;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java;5;1;30;10;-35;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java;88;3;1907;1794;1617;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java;13;2;855;34;7;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java;7;1;1197;7;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java;11;2;219;49;49;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java;44;2;1818;369;322;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java;114;3;3019;3408;1897;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java;13;2;1293;130;18;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java;7;1;1197;7;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java;13;2;1293;55;48;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java;7;1;1197;21;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java;23;3;1518;221;119;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java;60;3;2554;1118;366;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java;23;3;1448;232;184;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java;103;3;3212;1394;918;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java;7;1;1197;14;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java;33;3;2291;100;-12;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java;90;4;2739;5773;2804;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java;7;1;1197;14;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java;24;3;2073;123;42;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java;44;4;2713;527;377;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java;12;2;1337;27;5;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java;18;2;1400;78;43;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java;7;1;1197;7;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java;7;1;1197;14;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java;71;3;2763;2095;791;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java;7;1;1197;28;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java;5;1;30;85;85;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java;7;1;1197;7;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java;12;2;1322;66;40;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java;45;3;2492;233;114;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java;13;2;1401;47;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java;7;1;651;21;7;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java;27;2;2098;115;19;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java;13;2;705;27;7;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java;17;2;1965;43;16;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java;7;1;196;14;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java;12;2;1212;107;70;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java;20;2;1471;150;96;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java;49;3;2667;1782;1053;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java;98;4;2842;2853;1922;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java;10;1;195;220;180;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java;32;3;1417;348;235;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java;43;3;1604;796;701;NO
