RELEASE ; FILENAME ; NR ; NAUTH ; ChgSize ; LOCAdded ; Churn ; BUGGYNESS 
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvalState.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvaluationException.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryArithmeticFunction.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryExprFunction.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionFactoryImpl.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java;3;1;117;15;9;NO
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageConsumerImpl.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageProducerImpl.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/QueueSessionImpl.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicPublisherImpl.java;3;1;123;3;0;NO
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSessionImpl.java;0;0;0;0;0;null
6;hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSubscriberImpl.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/AutoFailTestSupport.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/CombinationTestSupport.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/ConnectionCleanupTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/ConsumerReceiveWithTimeoutTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/ExpiryHogTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JMSConsumerTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JMSDurableTopicRedeliverTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JMSIndividualAckTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JMSMessageTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JMSUsecaseTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsAutoAckListenerTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsAutoAckTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsBenchmark.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsClientAckListenerTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsClientAckTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsConnectionStartStopTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsConsumerResetActiveListenerTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsCreateConsumerInOnMessageTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsDurableTopicSelectorTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsDurableTopicSendReceiveTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsDurableTopicTransactionTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsMultipleClientsTestSupport.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsRedeliveredTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsRollbackRedeliveryTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsSendReceiveTestSupport.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsSendReceiveWithMessageExpirationTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsSendWithAsyncCallbackTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTestSupport.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicCompositeSendReceiveTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicRedeliverTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSelectorTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveSubscriberTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveWithTwoConnectionsTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveWithTwoConnectionsWithJMXTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendSameMessageTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicTransactionTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/JmsTransactionTestSupport.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/LoadTestBurnIn.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/MessageListenerRedeliveryTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/RedeliveryPolicyTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/TestSupport.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/TimeStampTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/demo/SimpleConsumer.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/demo/SimpleProducer.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadClient.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadController.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/ConnectionChurnTest.java;3;1;117;3;0;NO
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/InactiveDurableTopicTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/NetworkedSyncTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/NumberOfDestinationsTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfConsumer.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfProducer.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfRate.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleDurableTopicNetworkTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleDurableTopicTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleNetworkTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleNonPersistentTopicTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleTopicTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowConsumer.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowConsumerTopicTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowDurableConsumerTopicTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsResourceProvider.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsSendReceiveTestSupport.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsAndByteSelectorTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/test/TestSupport.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/test/rollback/DelegatingTransactionalMessageListener.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ChangeSentMessageTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ChangeSessionDeliveryModeTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/CompositeConsumeTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/CompositePublishTest.java;3;1;117;6;6;NO
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ConcurrentProducerDurableConsumerTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DiscriminatingConsumerLoadTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DispatchMultipleConsumersTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableConsumerCloseAndReconnectTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubProcessTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubSelectorDelayTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubscriptionHangTestCase.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/MyObject.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/NonBlockingConsumerRedeliveryTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ObjectMessageNotSerializableTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ProducerConsumerTestSupport.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/PublishOnDurableTopicConsumedMessageTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/PublishOnTopicConsumedMessageTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/SubscribeClosePublishThenConsumeTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TestSupport.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TopicRedeliverTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TransactionRollbackOrderTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TransactionTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/util/ConsumerThread.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/util/DefaultTestAppender.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/util/IdGenerator.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/util/MessageIdList.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/util/ProducerThread.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/util/SimplePojo.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/activemq/util/Wait.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/hedwig/JmsTestBase.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/BasicJMSTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/BasicSelectorGrammarTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/activemq/SelectorParserTest.java;0;0;0;0;0;null
6;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/activemq/SelectorTest.java;0;0;0;0;0;null
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java;1;1;1;1;0;null
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LogMark.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java;6;2;120;171;-3;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DefaultEnsemblePlacementPolicy.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/EnsemblePlacementPolicy.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java;2;1;4;10;2;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java;0;0;0;0;0;null
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/AbstractDNSToSwitchMapping.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CachedDNSToSwitchMapping.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CommonConfigurationKeys.java;0;0;0;0;0;null
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNSToSwitchMapping.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetUtils.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopology.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/Node.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NodeBase.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/ScriptBasedMapping.java;0;0;0;0;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/NativeIO.java;1;1;72;1;0;NO
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Shell.java;0;0;0;0;0;null
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/net/DNS.java;0;0;0;0;0;null
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieShutdownTest.java;3;1;13;74;71;null
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestSyncThread.java;3;1;94;13;12;NO
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCloseTest.java;5;2;90;114;109;NO
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ListLedgersTest.java;1;1;72;1;0;null
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestRackawareEnsemblePlacementPolicy.java;4;2;16;64;50;NO
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestDeathwatcher.java;1;1;72;1;0;null
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/util/StaticDNSResolver.java;0;0;0;0;0;NO
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java;25;4;2071;702;3;NO
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;48;5;2059;2527;636;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;326;5;5298;12068;4109;YES
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;34;4;1857;695;454;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;26;4;1287;318;121;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;169;4;3337;4441;695;YES
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;78;4;2462;2101;1443;YES
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;95;3;2861;1383;-2905;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;63;2;2604;699;-410;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;27;2;1723;253;139;null
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;0;0;0;0;0;null
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;36;2;1496;1097;113;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;49;2;1868;559;492;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;151;3;3851;6269;1805;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;137;4;2772;3890;632;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;64;4;2360;924;578;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;13;1;1215;75;30;null
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;51;3;2353;244;36;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;30;2;1502;303;149;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;84;3;3286;562;-161;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;37;3;2454;160;8;YES
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;20;2;1930;351;-3;null
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;207;4;4317;9683;2858;YES
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;129;5;3352;2670;1663;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;79;3;3079;992;321;YES
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;87;3;2899;675;-67;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;31;3;1557;229;108;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;65;3;2548;690;316;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;108;3;2825;2592;1020;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;80;3;2732;581;153;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;19;2;158;243;202;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;23;2;1383;337;113;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;7;1;1197;7;0;null
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;46;3;804;1020;973;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;68;4;575;946;692;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;109;4;846;2580;2269;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;75;3;1273;1467;456;YES
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;43;3;758;377;-192;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;63;3;829;948;-206;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;31;3;790;420;205;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;19;2;399;742;246;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;29;2;742;1204;766;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;80;4;2701;856;585;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;50;3;1769;1310;1191;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;194;5;4225;3678;1776;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;20;3;1444;595;541;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;86;4;2972;464;-1469;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;172;5;3527;2974;1012;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;8;2;64;20;-137;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;15;2;1920;78;7;null
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;15;2;1920;78;7;null
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;42;2;2280;510;-4697;null
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;73;5;3050;1940;335;YES
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;14;2;1428;35;0;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;15;3;1282;145;81;YES
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;19;3;1282;284;250;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;14;1;1848;77;7;null
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java;24;3;1593;348;125;NO
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java;22;2;290;1016;773;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java;26;2;475;351;-1461;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java;61;3;820;978;773;YES
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java;21;2;1043;91;70;null
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;112;3;2845;2822;1940;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java;39;2;1281;108;-785;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;58;3;1321;509;342;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java;5;1;230;0;-235;null
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java;5;1;230;0;-235;null
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java;5;1;230;0;-235;null
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java;5;1;230;0;-230;null
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java;11;1;296;0;-239;null
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java;24;3;903;184;58;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java;30;3;1025;508;323;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java;21;3;624;36;-33;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;32;2;2596;220;14;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;119;4;3227;1736;-681;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;56;3;2965;415;77;YES
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;70;3;3182;1094;536;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java;41;3;915;577;250;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;104;3;3319;4875;2425;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java;47;3;2334;206;96;YES
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java;26;3;2364;224;157;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;54;3;2979;209;53;YES
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java;20;2;1386;48;14;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java;11;2;408;82;72;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;48;2;2937;225;-35;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;33;2;1958;555;410;NO
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java;31;3;2412;101;21;null
7;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;33;2;2188;82;-163;NO
7;hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java;0;0;0;0;0;null
7;hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java;0;0;0;0;0;null
7;hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java;14;1;1393;56;0;null
7;hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java;17;2;1362;168;130;null
7;hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java;40;3;1515;971;796;NO
7;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java;28;3;1799;92;37;NO
7;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java;40;3;2645;171;54;NO
7;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java;25;3;2137;150;90;NO
7;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java;7;1;1197;7;0;null
